"no stimulus","1 pM NGF","10pM NGF","100pM NGF","1nM NGF","10 nM NGF","no stimulus","1 pM NGF","10pM NGF","100pM NGF","1nM NGF","10 nM NGF",
0.5372,1.3840,1.8826,1.7548,0.8630,1.6687,175.5199,498.2790,228.4901,394.5831,228.4901,751.9075,1.0000
1.4252,0.8976,1.1532,1.6284,5.3592,9.3165,753.7031,565.6140,463.7137,555.7382,780.6371,208.2896,1.0000
0.8239,3.5808,0.9384,1.6217,3.3164,10.0110,461.9181,749.6630,186.2935,344.7552,581.7744,528.8042,1.0000
0.9202,0.9829,0.6954,1.6962,0.9991,1.8928,695.3461,951.2191,171.4798,457.4291,301.6608,708.3642,1.0000
1.0449,0.7043,0.9046,1.7585,3.2324,1.6034,857.8479,165.6441,289.0916,1225.9459,468.6516,511.2971,1.0000
0.7672,5.2628,0.6389,2.1513,1.0566,4.5435,443.5132,1080.0534,153.0749,363.1601,210.9830,282.8070,1.0000
0.7396,1.0772,0.9838,1.8623,1.3215,3.0695,306.1498,834.5051,535.5377,849.7677,816.1002,580.4277,1.0000
1.0040,0.7952,1.6493,0.7924,1.1695,11.3862,746.9696,834.9540,325.9014,268.4422,407.1523,772.5569,1.0000
1.2630,4.2327,5.5364,0.8968,0.9172,3.6599,580.8766,1069.2798,1207.0921,341.1640,592.5480,474.4873,1.0000
0.7955,0.8649,0.9198,1.0783,0.9752,1.6978,268.8911,155.3194,456.9802,375.7293,191.6803,547.6580,1.0000
1.0721,1.1147,0.8345,1.0268,2.3383,2.6463,623.0732,823.7315,490.1988,878.9462,569.6541,721.8312,1.0000
1.2284,1.1400,0.7919,2.1418,5.6120,5.9038,1288.3430,939.9966,177.3155,417.9259,497.3812,870.4171,1.0000
1.8998,1.3724,0.9907,1.2215,8.9768,5.8436,831.3628,267.5444,305.7009,577.7343,360.0178,232.0813,1.0000
1.2057,1.0286,0.6284,1.0902,0.7832,1.1384,333.5327,152.6260,1009.5761,498.2790,185.8446,512.1949,1.0000
1.4715,0.9725,0.5701,1.0107,0.9991,5.1026,1059.4040,291.7850,316.4745,234.7747,178.2133,372.1381,1.0000
2.8226,3.4531,6.5724,4.1103,0.8221,1.1065,214.5742,728.1158,1249.2887,712.4043,307.0476,229.3879,1.0000
1.9304,1.4864,1.4386,0.9620,1.3105,1.9019,414.7836,798.1442,314.6789,320.9635,1004.6382,683.2258,1.0000
1.1588,2.6207,0.6970,0.9156,7.2836,1.4716,317.8212,822.3848,151.7282,221.7566,506.8081,702.0796,1.0000
0.9513,1.0239,0.8236,3.6616,1.3637,2.6652,412.0902,766.7212,152.6260,1111.4764,795.0019,562.4717,1.0000
0.9747,0.8422,0.9195,1.1000,10.7234,1.5348,420.1704,154.4216,224.0011,454.7357,739.3383,209.1874,1.0000
0.7239,0.7479,0.7836,1.3789,8.8557,1.1015,227.5923,300.7630,150.3815,1075.5644,937.7521,204.6984,1.0000
1.0462,1.2295,1.8953,1.3754,6.5950,4.8306,749.2141,202.9028,864.1325,583.5700,996.5580,158.4617,1.0000
0.9473,1.7758,1.3098,1.3724,1.6938,1.6454,223.5522,644.1715,995.6602,1090.8270,744.7251,297.6207,1.0000
1.4820,2.4780,1.9042,3.6134,2.2835,1.9553,665.2698,307.4965,620.3798,456.5313,500.5235,359.1200,1.0000
1.1715,2.9506,1.1790,5.3546,2.7713,1.2401,621.7265,296.2740,847.9721,390.0941,456.0824,564.2673,1.0000
1.0176,6.5055,7.1919,1.2558,7.1137,1.1693,626.6644,294.9273,915.3071,675.5945,288.6427,986.2333,1.0000
0.7691,1.3110,0.9345,1.1846,1.9011,1.6431,697.5906,1010.9228,157.1150,457.4291,242.4060,329.4926,1.0000
1.0467,0.8260,0.7658,1.1145,0.8890,6.6056,907.6758,589.4057,215.9209,228.0412,636.5402,496.4834,1.0000
1.2078,1.1373,1.7373,4.7438,1.5277,3.9418,623.9710,357.7733,391.8897,297.1718,979.9487,170.5820,1.0000
0.9031,0.9087,1.2971,1.9430,3.1994,1.3333,354.6310,824.6293,694.8972,835.8518,189.4358,918.4494,1.0000
0.9138,0.9697,1.6154,1.3716,0.9700,2.1888,1049.0793,269.3400,547.2091,560.2272,177.7644,407.1523,1.0000
0.6584,1.0784,4.0912,1.7393,0.9084,1.6161,802.1843,219.9610,301.2119,465.0604,364.9557,162.9507,1.0000
0.7236,0.8840,7.4540,12.7845,1.1280,7.0343,1486.3079,161.1551,1077.3600,459.6736,483.4653,172.3776,1.0000
0.8779,0.8671,1.0958,1.1914,6.0676,2.1215,1243.9019,734.4004,159.8084,463.7137,691.3060,892.8621,1.0000
0.6042,2.3891,1.0060,0.9527,1.3281,2.6312,692.2038,323.2080,446.2066,202.0050,308.3943,416.1303,1.0000
0.8011,0.8946,1.6448,5.9855,1.9205,1.5195,1223.7014,280.5625,990.7223,201.5561,462.3670,1258.2667,1.0000
0.9775,1.0867,1.6771,1.9049,1.1499,1.9893,346.5508,193.0270,616.3397,596.5881,731.2581,506.3592,1.0000
1.1077,1.8508,4.0061,1.6536,1.2997,2.0888,1029.3277,400.4188,863.6836,673.7989,193.9248,571.4497,1.0000
0.6352,3.5282,1.8625,1.1509,1.7284,2.3312,1060.7507,455.1846,719.5867,549.4536,178.6622,652.7006,1.0000
0.4977,4.1000,3.2536,1.0059,1.4243,1.4073,734.4004,286.8471,290.8872,201.1072,401.3166,440.3709,1.0000
0.7464,1.5484,2.0468,1.5309,12.3969,15.1700,722.7290,310.1899,715.0977,933.7120,431.8418,1127.6368,1.0000
0.9343,0.9385,2.1556,1.3247,2.3398,2.0091,888.8220,662.1275,438.5753,881.6396,444.4110,624.4199,1.0000
0.7952,1.0954,0.9400,2.0457,3.1697,6.4792,882.5374,799.9398,310.6388,532.3954,663.4742,439.9220,1.0000
0.5736,0.8730,0.8553,1.4024,5.4052,2.3733,165.6441,233.8769,331.2882,162.5018,1326.0506,605.1172,1.0000
0.9111,1.0832,0.7422,1.2213,8.8024,8.8013,802.6332,531.9465,156.6661,412.9880,603.3216,580.4277,1.0000
0.7704,1.2835,0.8849,1.3135,1.5112,3.1878,375.2804,750.5608,435.4330,216.8187,296.2740,406.2545,1.0000
0.8293,0.9007,0.6386,1.0653,10.0619,2.4120,901.3912,590.7524,165.1952,506.8081,184.4979,214.5742,1.0000
1.0597,0.8226,0.8694,1.1731,0.9698,1.2771,651.8028,515.3372,677.8390,662.5764,856.0523,487.0565,1.0000
0.7987,0.8672,5.0758,1.3032,0.9070,1.4024,686.3681,520.7240,580.4277,616.7886,161.1551,504.5636,1.0000
1.0069,1.3970,1.5642,0.9164,1.1416,1.2285,706.1197,756.8454,526.5597,334.8794,187.6402,175.5199,1.0000
0.8999,2.3180,1.0334,0.9782,2.0436,2.7377,1013.1673,513.9905,175.5199,559.3294,641.4781,572.7964,1.0000
0.9925,1.0665,2.7598,0.8125,1.3981,2.2157,707.9153,611.8507,314.6789,167.4397,245.9972,291.7850,1.0000
0.7483,1.4327,2.4283,0.9707,1.9791,2.4229,415.6814,268.4422,631.6023,594.3436,240.6104,389.6452,1.0000
1.0217,1.1791,0.9726,3.7899,2.8133,4.5318,545.4135,762.2322,185.3957,611.4018,524.3152,501.8702,1.0000
0.8445,1.1176,0.8140,1.9137,2.1817,1.7495,290.8872,186.7424,500.9724,628.4600,486.6076,197.5160,1.0000
0.6461,1.3417,3.3314,0.9831,10.1905,4.7339,335.3283,246.8950,415.6814,294.9273,618.5842,154.4216,1.0000
1.5047,2.1831,1.3689,3.1727,9.8165,3.4639,589.4057,206.0451,268.4422,534.1910,594.3436,196.6182,1.0000
1.1507,0.8632,1.4780,1.3834,10.8149,2.0832,785.5750,754.1520,852.0122,405.3567,644.1715,320.9635,1.0000
1.3274,1.4151,1.1128,10.8086,12.3448,2.3862,1297.7699,849.3188,364.0579,1058.0573,1304.5034,533.7421,1.0000
1.3692,1.2493,1.2929,1.8029,12.0693,5.3751,703.4263,632.9490,381.5650,478.0785,1007.7805,648.2116,1.0000
1.4694,1.2777,2.0216,1.8091,1.6330,2.5813,900.4934,920.2450,340.2662,629.3578,490.1988,182.7023,1.0000
1.5208,2.5579,1.4546,1.2597,1.5469,1.8000,160.2573,468.6516,400.4188,1066.5864,647.3138,223.1033,1.0000
1.4524,2.7828,1.8098,0.8709,13.4401,2.3968,689.0615,832.7095,416.5792,350.5909,710.1598,219.9610,1.0000
1.3546,1.0922,2.0354,0.9342,1.5373,4.9499,594.7925,645.5182,684.5725,342.9596,454.2868,666.1676,1.0000
1.7494,2.5538,1.4135,1.6343,1.1868,8.9387,664.3720,918.0005,228.4901,856.0523,321.4124,493.7900,1.0000
0.9900,1.6282,1.6666,6.0952,1.1939,1.4569,472.2428,754.1520,799.0420,797.6953,193.4759,162.0529,1.0000
1.0748,1.7191,0.9483,2.1015,2.6556,5.2722,233.4280,720.4845,316.9234,189.8847,349.6931,229.8368,1.0000
0.8083,2.5230,1.9655,9.0076,1.3219,0.9564,364.9557,291.3361,445.3088,522.5196,208.2896,256.7708,1.0000
0.7659,1.3044,1.4144,2.4828,1.7370,1.8364,874.9061,527.9064,588.0590,363.1601,693.5505,556.1871,1.0000
0.9062,1.2774,1.1012,4.0418,3.4016,1.5750,793.6552,654.4962,891.5154,519.8262,294.4784,166.0930,1.0000
0.8941,1.8821,0.7609,2.8903,6.8701,2.6394,598.8326,178.2133,1295.5254,349.6931,739.7872,439.0242,1.0000
1.0205,1.2556,1.9826,1.6086,1.4494,1.2883,373.0359,983.9888,291.3361,702.5285,286.3982,179.1111,1.0000
0.7027,1.3361,5.8850,1.3325,7.6217,1.7624,661.2297,521.1729,346.9997,630.7045,299.4163,720.9334,1.0000
0.6721,4.6119,1.1549,1.1367,1.9673,1.0632,661.2297,367.2002,346.5508,509.0526,795.4508,282.3581,1.0000
0.8226,1.3200,1.2543,1.0693,2.0688,0.8132,712.4043,1467.9030,906.7780,172.8265,434.5352,153.0749,1.0000
0.8736,1.0128,1.1317,1.0530,9.2683,1.1775,415.2325,627.1133,539.5778,226.6945,910.8181,195.7204,1.0000
0.7166,1.2308,1.2847,1.0853,6.2216,1.2379,505.4614,553.0448,946.7301,196.6182,353.2843,193.9248,1.0000
0.9921,1.2641,0.7022,1.8747,1.2978,0.9456,936.8543,171.4798,269.7889,522.0707,447.1044,212.3297,1.0000
0.8926,1.4498,0.6763,1.8959,1.3208,1.4517,907.2269,676.9412,208.2896,338.9195,162.0529,181.8045,1.0000
1.0448,6.2396,0.6857,8.5075,1.0533,5.2742,481.2208,460.5714,157.5639,504.1147,245.0994,494.6878,1.0000
0.7382,1.1364,0.6528,,1.8927,1.7949,192.5781,277.4202,212.7786,,744.7251,170.5820,1.0000
1.0820,1.7873,1.0213,,1.5173,1.3236,1214.2745,897.8000,415.6814,,680.5324,155.7683,1.0000
0.7639,5.2856,0.9301,,5.0369,2.0868,548.5558,472.2428,797.2464,,494.2389,234.3258,1.0000
0.8062,6.3678,0.9510,,1.9897,1.5797,658.5363,638.7847,602.4238,,366.7513,153.0749,1.0000
0.8048,0.9175,1.9974,,0.9186,1.7819,1117.7610,399.0721,487.5054,,160.7062,244.2016,1.0000
0.7944,0.8126,1.3214,,1.1402,1.6771,1317.0726,390.9919,153.5238,,553.4937,898.2489,1.0000
0.8158,1.8297,1.4616,,0.9516,1.9588,920.6939,703.8752,570.1030,,417.4770,151.2793,1.0000
0.8471,1.5975,1.8475,,1.1252,1.5400,1121.8011,712.4043,918.4494,,313.7811,173.2754,1.0000
0.5652,2.3147,0.9795,,1.1579,1.3256,724.0757,834.9540,221.7566,,247.3439,161.1551,1.0000
0.5881,1.5142,1.0506,,8.4532,1.4842,575.9387,237.4681,639.2336,,829.5672,164.7463,1.0000
0.9084,1.8793,1.5383,,8.3720,1.6975,1460.7206,1319.7660,154.8705,,715.9955,377.0760,1.0000
0.8530,0.6983,1.0974,,8.4201,1.1793,1493.9392,741.5828,226.6945,,472.6917,200.6583,1.0000
0.9133,0.9433,1.0703,,1.3751,1.3186,572.3475,1157.7131,343.4085,,895.5555,246.4461,1.0000
0.7646,0.7660,4.0872,,1.6622,1.7594,1124.4945,171.9287,468.6516,,553.0448,470.8961,1.0000
0.5568,1.0488,4.3268,,1.6215,2.4850,173.2754,944.9345,483.9142,,711.5065,241.9571,1.0000
0.7467,0.7582,1.1553,,1.5279,2.2652,424.2105,194.3737,495.5856,,869.9682,162.5018,1.0000
0.8697,1.0001,2.3409,,5.3336,1.7982,294.9273,698.0395,1068.3820,,292.2339,151.2793,1.0000
0.9123,0.9102,2.3515,,2.1047,1.7620,712.4043,915.3071,526.1108,,852.9100,204.6984,1.0000
0.7522,1.5546,1.6758,,5.4356,1.7805,667.9632,307.0476,496.4834,,498.7279,181.8045,1.0000
0.9098,0.9090,2.8804,,3.3341,1.7968,1342.6599,878.4973,522.5196,,1256.9200,159.8084,1.0000
0.9776,3.3250,1.8459,,1.4872,3.1386,568.3074,1298.2188,225.7967,,817.8958,184.4979,1.0000
1.0856,1.6866,1.5141,,2.0756,3.1730,1430.1954,566.0629,199.7605,,802.1843,1319.7660,1.0000
1.1447,1.0580,1.9856,,1.9834,3.5631,392.7875,913.0626,338.4706,,1241.6574,303.9053,1.0000
0.7480,0.8094,1.5567,,4.3889,10.4052,342.0618,161.1551,177.7644,,463.7137,181.8045,1.0000
0.8179,1.0297,1.1981,,1.3284,2.1797,538.2311,362.7112,245.5483,,255.4241,177.3155,1.0000
1.2019,1.1730,1.4054,,10.3780,1.9723,743.3784,404.0100,207.3918,,789.6151,162.0529,1.0000
0.9982,1.1580,0.7938,,2.5705,1.3367,579.0810,465.0604,540.0267,,273.8290,318.7190,1.0000
0.7036,1.7005,0.8854,,1.8837,2.1984,153.9727,370.3425,272.4823,,640.1314,684.5725,1.0000
2.7674,1.0710,1.2717,,17.4284,2.9349,199.3116,522.5196,364.5068,,538.2311,377.9738,1.0000
1.0292,0.9534,1.7697,,9.1179,1.5455,166.5419,959.2993,928.7741,,820.1403,220.4099,1.0000
1.0227,1.1679,1.9907,,1.4994,3.5535,1080.9512,231.6324,482.5675,,933.7120,487.9543,1.0000
0.8905,1.6470,2.2657,,1.9880,3.0613,651.8028,496.9323,602.8727,,591.6502,224.4500,1.0000
0.6725,0.9846,2.0045,,1.7791,1.6703,534.6399,320.0657,399.9699,,607.3617,326.7992,1.0000
1.9965,1.8662,1.4514,,5.1637,3.5136,459.6736,1217.8657,1277.1205,,488.4032,243.7527,1.0000
0.8840,1.6352,1.8118,,1.7514,2.3600,716.4444,869.0704,597.4859,,807.1222,1109.2319,1.0000
0.9114,2.6831,3.1694,,5.8380,2.4738,664.3720,644.6204,829.1183,,1321.1127,466.8560,1.0000
0.6525,1.0139,2.2029,,1.1975,6.6559,182.2534,628.0111,235.2236,,581.3255,540.4756,1.0000
0.8825,0.8981,2.0802,,1.6065,4.3867,529.2531,811.1623,402.6633,,610.0551,283.7048,1.0000
0.8606,0.9217,1.7827,,1.4084,2.8000,1136.6148,337.5728,223.1033,,1169.3845,644.1715,1.0000
0.6380,0.8747,1.9273,,14.8726,1.4914,467.7538,899.1467,799.0420,,1048.1815,333.9816,1.0000
0.7535,3.3195,2.1123,,4.9912,1.9471,726.7691,724.5246,717.3422,,219.0632,542.2712,1.0000
0.7329,3.5509,2.2383,,3.2749,1.5361,914.8582,758.6410,634.2957,,278.7669,284.6026,1.0000
0.7122,1.4708,1.9081,,2.0066,2.0481,840.3408,513.5416,465.0604,,680.0835,327.6970,1.0000
0.7802,1.5988,1.9091,,1.8084,1.9259,1460.7206,549.9025,358.2222,,557.0849,178.2133,1.0000
0.7462,1.0296,1.4048,,4.6129,2.6894,1014.0651,357.7733,668.4121,,453.8379,183.6001,1.0000
0.6383,1.6274,,,3.8827,1.4714,1040.9991,782.8816,,,322.3102,533.2932,1.0000
0.9368,1.3113,,,5.2222,2.0212,1044.1414,869.0704,,,355.0799,346.5508,1.0000
0.9080,1.2874,,,2.1336,1.7907,209.6363,404.0100,,,399.0721,311.5366,1.0000
0.8413,3.1137,,,1.5312,2.3210,303.0075,1136.6148,,,569.6541,477.1807,1.0000
0.7373,1.1942,,,1.0932,1.8176,1161.3043,299.4163,,,381.1161,197.5160,1.0000
0.5894,2.8383,,,0.8538,1.3563,195.2715,731.7070,,,150.3815,170.1331,1.0000
0.7078,4.2599,,,0.8537,2.7127,847.9721,612.2996,,,891.9643,508.6037,1.0000
0.7672,1.4677,,,1.0177,0.7664,441.2687,332.6349,,,592.9969,162.5018,1.0000
0.8034,1.2649,,,0.8405,1.4214,575.4898,684.5725,,,310.6388,1405.0570,1.0000
0.8501,0.7449,,,2.4685,1.8691,810.2645,304.3542,,,512.6438,233.8769,1.0000
0.8973,1.2321,,,2.1578,1.5491,729.0136,420.6193,,,623.5221,264.8510,1.0000
0.8104,0.8928,,,1.7717,1.5421,782.8816,332.6349,,,466.4071,213.6764,1.0000
1.0197,0.8562,,,7.3536,1.8106,1436.4800,624.8688,,,441.2687,474.0384,1.0000
0.9709,0.9504,,,1.0456,3.7122,660.3319,801.2865,,,309.2921,402.2144,1.0000
1.4424,0.8184,,,1.0991,2.5904,687.2659,749.6630,,,447.5533,372.1381,1.0000
1.0765,1.2569,,,1.2033,0.9226,877.5995,615.8908,,,286.3982,356.8755,1.0000
0.9957,0.8761,,,1.2945,1.2821,595.2414,603.3216,,,377.5249,385.6051,1.0000
1.1209,2.4977,,,1.2040,1.4042,783.3305,840.7897,,,400.8677,814.7535,1.0000
1.1177,1.0410,,,1.4272,1.3855,1283.8540,952.1169,,,904.9824,213.6764,1.0000
0.8754,0.7002,,,2.9571,1.7217,485.2609,217.7165,,,199.7605,304.8031,1.0000
1.5040,0.8787,,,1.4413,1.3971,658.5363,167.4397,,,656.7407,304.8031,1.0000
0.9706,0.8601,,,1.1817,1.6067,660.7808,278.7669,,,176.4177,231.6324,1.0000
1.0127,0.6842,,,1.0936,1.3230,262.1576,208.2896,,,258.1175,162.5018,1.0000
0.8733,0.6347,,,2.7342,1.2470,254.0774,206.9429,,,734.8493,156.2172,1.0000
1.3615,0.9012,,,1.6633,3.8094,673.7989,170.1331,,,1037.8568,580.8766,1.0000
0.8198,0.7787,,,1.6154,1.3709,170.5820,169.6842,,,183.6001,1218.3146,1.0000
1.0171,0.7003,,,8.1268,2.8289,926.5296,154.8705,,,470.4472,202.9028,1.0000
0.8278,1.0387,,,3.1381,2.0290,457.8780,150.3815,,,1016.7585,542.7201,1.0000
0.8544,1.7842,,,1.1979,1.9077,851.5633,192.5781,,,459.2247,162.5018,1.0000
0.9103,1.7604,,,1.7928,2.4470,791.8596,241.9571,,,364.0579,625.3177,1.0000
0.6874,0.6973,,,10.4268,,1198.5630,1125.3923,,,471.3450,,1.0000
0.8117,0.6402,,,5.0012,,418.8237,161.6040,,,355.9777,,1.0000
0.9665,0.8690,,,2.2099,,971.8685,294.0295,,,1078.7067,,1.0000
0.9248,0.8705,,,1.4325,,188.0891,203.3517,,,646.8649,,1.0000
0.7665,7.1582,,,1.9936,,649.5583,1335.0286,,,521.1729,,1.0000
0.7697,0.9147,,,0.7857,,252.2818,1002.8426,,,763.1300,,1.0000
0.7844,2.4642,,,0.8580,,259.4642,326.7992,,,298.5185,,1.0000
0.9118,1.1070,,,0.9400,,181.3556,1074.6666,,,279.2158,,1.0000
0.8623,0.9776,,,1.8256,,931.0186,823.7315,,,651.3539,,1.0000
0.9531,2.9927,,,2.4882,,1238.9640,778.8415,,,646.8649,,1.0000
0.7949,1.1286,,,5.1147,,1025.7365,689.9593,,,792.7574,,1.0000
0.8569,1.1491,,,10.7622,,1220.1102,887.0264,,,356.4266,,1.0000
0.9155,1.6474,,,1.4765,,895.5555,476.7318,,,831.3628,,1.0000
1.0111,1.2539,,,8.7628,,910.3692,199.7605,,,1041.4480,,1.0000
0.7621,1.4689,,,4.8146,,764.4767,822.8337,,,200.2094,,1.0000
0.8949,0.7943,,,5.9751,,1012.7184,544.5157,,,346.1019,,1.0000
0.8053,0.7294,,,1.3275,,318.7190,197.9649,,,189.8847,,1.0000
0.9581,2.8610,,,4.8876,,1050.8749,202.0050,,,836.7496,,1.0000
1.0248,0.9565,,,1.8972,,845.2787,904.5335,,,338.9195,,1.0000
0.9286,0.9839,,,1.6083,,894.2088,239.2637,,,546.3113,,1.0000
0.7299,1.2409,,,2.6853,,1077.8089,953.0147,,,1101.6006,,1.0000
0.8770,0.8254,,,10.5461,,176.8666,205.5962,,,559.3294,,1.0000
1.2912,0.7607,,,12.5574,,566.0629,351.9376,,,567.8585,,1.0000
1.3019,1.1561,,,5.6982,,299.8652,177.3155,,,1413.5861,,1.0000
1.3001,1.3290,,,1.8390,,303.4564,469.9983,,,328.5948,,1.0000
1.0365,2.5719,,,2.1662,,1221.4569,160.2573,,,508.1548,,1.0000
0.6983,1.5946,,,12.9304,,640.5803,197.5160,,,826.8738,,1.0000
1.2200,0.6629,,,3.3595,,535.9866,261.7087,,,249.5884,,1.0000
0.7836,0.6639,,,4.2409,,865.4792,207.8407,,,698.9373,,1.0000
0.9476,0.6263,,,1.8227,,443.0643,191.2314,,,768.0679,,1.0000
0.7802,0.5548,,,10.6252,,351.0398,207.3918,,,389.6452,,1.0000
1.1736,0.7361,,,1.6506,,1328.7440,635.6424,,,467.7538,,1.0000
1.4363,1.1535,,,10.0428,,201.1072,792.7574,,,948.9746,,1.0000
1.2413,0.9974,,,1.9227,,959.7482,457.8780,,,433.1885,,1.0000
0.9144,0.9436,,,2.0137,,845.2787,331.7371,,,638.7847,,1.0000
0.9680,1.0560,,,9.0563,,834.5051,557.0849,,,960.6460,,1.0000
0.8181,1.4819,,,7.5838,,165.1952,880.7418,,,262.6065,,1.0000
1.0955,0.7617,,,1.8710,,360.4667,531.0487,,,566.9607,,1.0000
0.7511,1.0916,,,6.0219,,396.3787,543.1690,,,663.0253,,1.0000
0.9993,3.6619,,,1.6696,,286.3982,241.9571,,,524.3152,,1.0000
1.0144,1.0665,,,1.1632,,491.0966,1003.2915,,,215.0231,,1.0000
0.9115,0.9590,,,11.1396,,875.3550,741.1339,,,1496.6326,,1.0000
1.5601,2.0097,,,1.3429,,208.7385,656.7407,,,500.0746,,1.0000
0.8822,0.9597,,,2.3365,,754.6009,742.9295,,,282.3581,,1.0000
1.0996,0.7064,,,1.6765,,1210.2344,459.2247,,,306.5987,,1.0000
0.8811,0.6644,,,1.2657,,681.8791,920.2450,,,216.3698,,1.0000
0.7092,0.8198,,,1.8254,,227.5923,274.7268,,,509.0526,,1.0000
0.9786,0.6802,,,1.0704,,771.2102,470.4472,,,182.7023,,1.0000
0.8531,2.7906,,,1.8727,,730.8092,246.8950,,,773.9036,,1.0000
0.8613,0.5507,,,1.3851,,1208.4388,151.7282,,,540.0267,,1.0000
0.9050,0.5138,,,2.5034,,733.9515,238.8148,,,373.9337,,1.0000
1.1702,0.4631,,,6.8412,,1335.9264,155.3194,,,593.8947,,1.0000
1.1697,0.5843,,,12.2762,,334.4305,164.2974,,,979.0509,,1.0000
0.8558,0.5041,,,1.4419,,551.2492,641.0292,,,604.2194,,1.0000
0.9831,1.0602,,,4.2797,,419.7215,417.4770,,,632.5001,,1.0000
1.3144,0.8776,,,1.5334,,634.7446,1236.2706,,,1016.3096,,1.0000
1.2113,0.9547,,,1.6499,,737.5427,398.1743,,,748.7652,,1.0000
1.3339,0.9129,,,1.6600,,377.5249,252.7307,,,675.1456,,1.0000
1.3486,2.4673,,,1.5145,,295.8251,376.1782,,,467.3049,,1.0000
0.9052,0.8214,,,2.0628,,623.0732,346.1019,,,153.0749,,1.0000
1.2318,1.2858,,,2.6805,,834.5051,1093.9693,,,249.5884,,1.0000
0.8150,0.8611,,,5.7600,,604.2194,654.4962,,,504.1147,,1.0000
0.6464,1.0681,,,1.1173,,762.2322,931.0186,,,373.9337,,1.0000
,0.5948,,,11.3971,,,230.7346,,,736.1960,,1.0000
,1.2993,,,1.6150,,,408.9479,,,578.6321,,1.0000
,1.5058,,,3.8986,,,413.8858,,,595.6903,,1.0000
,0.7411,,,11.3765,,,911.2670,,,1373.6340,,1.0000
,1.3801,,,6.3046,,,1111.0275,,,678.2879,,1.0000
,1.7839,,,3.3809,,,665.2698,,,614.9930,,1.0000
,1.0309,,,2.3071,,,710.6087,,,663.0253,,1.0000
,5.1527,,,14.4536,,,325.4525,,,989.3756,,1.0000
,3.7280,,,4.0830,,,192.1292,,,280.5625,,1.0000
,,,,12.4596,,,,,,787.8195,,1.0000
,,,,2.5837,,,,,,574.1431,,1.0000
,,,,1.3667,,,,,,282.3581,,1.0000
,,,,1.4264,,,,,,383.8095,,1.0000
,,,,1.9765,,,,,,585.3656,,1.0000
,,,,1.4061,,,,,,546.3113,,1.0000
,,,,1.6118,,,,,,726.3202,,1.0000
,,,,2.2227,,,,,,272.4823,,1.0000
,,,,1.4136,,,,,,984.8866,,1.0000
,,,,0.9982,,,,,,289.0916,,1.0000
,,,,0.7755,,,,,,169.2353,,1.0000
,,,,8.1180,,,,,,365.4046,,1.0000
,,,,2.0174,,,,,,426.4550,,1.0000
,,,,1.2240,,,,,,175.5199,,1.0000
,,,,1.0332,,,,,,501.4213,,1.0000
,,,,1.2856,,,,,,152.1771,,1.0000
,,,,1.2110,,,,,,1045.9370,,1.0000
,,,,1.2158,,,,,,421.5171,,1.0000
,,,,0.9257,,,,,,662.1275,,1.0000
,,,,3.8037,,,,,,498.2790,,1.0000
,,,,1.9659,,,,,,845.2787,,1.0000
,,,,1.5762,,,,,,532.3954,,1.0000
,,,,1.8724,,,,,,602.4238,,1.0000
,,,,1.8335,,,,,,535.0888,,1.0000
,,,,2.9963,,,,,,278.3180,,1.0000
,,,,1.5998,,,,,,555.2893,,1.0000
,,,,2.2902,,,,,,521.6218,,1.0000
,,,,2.0447,,,,,,597.0370,,1.0000
,,,,1.1962,,,,,,768.5168,,1.0000
,,,,4.7294,,,,,,562.0228,,1.0000
,,,,1.5862,,,,,,486.6076,,1.0000
,,,,8.1538,,,,,,566.0629,,1.0000
,,,,1.2989,,,,,,191.2314,,1.0000
,,,,14.1411,,,,,,650.0072,,1.0000
,,,,2.2295,,,,,,526.5597,,1.0000
,,,,1.5251,,,,,,535.9866,,1.0000
,,,,1.3832,,,,,,516.6839,,1.0000
,,,,1.9374,,,,,,897.3511,,1.0000
,,,,1.4261,,,,,,426.9039,,1.0000
,,,,1.1808,,,,,,419.2726,,1.0000
,,,,1.0085,,,,,,202.4539,,1.0000
,,,,2.6598,,,,,,1005.0871,,1.0000
,,,,1.6697,,,,,,405.8056,,1.0000
,,,,5.2820,,,,,,293.1317,,1.0000
,,,,1.4297,,,,,,604.6683,,1.0000
,,,,0.9306,,,,,,268.8911,,1.0000
,,,,1.5648,,,,,,259.0153,,1.0000
,,,,1.0718,,,,,,190.7825,,1.0000
,,,,1.0395,,,,,,173.2754,,1.0000
,,,,0.9914,,,,,,725.4224,,1.0000
,,,,0.8348,,,,,,159.3595,,1.0000
,,,,1.8863,,,,,,530.1509,,1.0000
,,,,1.1303,,,,,,314.6789,,1.0000
,,,,1.5148,,,,,,786.0239,,1.0000
,,,,1.2090,,,,,,485.2609,,1.0000
,,,,1.0589,,,,,,246.8950,,1.0000
,,,,1.0312,,,,,,190.3336,,1.0000
,,,,1.3456,,,,,,1047.7326,,1.0000
,,,,4.2617,,,,,,232.5302,,1.0000
,,,,4.6522,,,,,,244.6505,,1.0000
,,,,1.4434,,,,,,753.7031,,1.0000
,,,,2.9448,,,,,,300.3141,,1.0000
,,,,3.4761,,,,,,1330.9885,,1.0000
,,,,1.2030,,,,,,854.7056,,1.0000
,,,,2.6051,,,,,,267.0955,,1.0000
,,,,1.5214,,,,,,691.7549,,1.0000
,,,,1.7553,,,,,,153.9727,,1.0000
